motif,chromatin_motif,node1,node2,node3,node4
3111,100200001000,chr11:102176040-102178185,chr11:101730939-101734122,chr11:102211938-102213403,chr11:102158070-102159716
2211,000210010000,chr11:101750180-101752007,chr11:101730939-101734122,chr11:102211938-102213403,chr11:102158070-102159716
2211,100110010000,chr11:101730939-101734122,chr11:101877702-101879754,chr11:102211938-102213403,chr11:102158070-102159716
3111,101100000001,chr14:76119812-76121611,chr14:75773182-75775475,chr14:75598539-75600325,chr14:75984465-75985937
3111,101100000001,chr14:76119812-76121611,chr14:75954401-75955984,chr14:75773182-75775475,chr14:75984465-75985937
3322,000010101001,chr14:76119812-76121611,chr14:76025750-76028234,chr14:75773182-75775475,chr14:75984465-75985937
2211,101000020000,chr14:75761163-75763666,chr14:75773182-75775475,chr14:75598539-75600325,chr14:75984465-75985937
2211,001100020000,chr14:75769718-75771112,chr14:75773182-75775475,chr14:75598539-75600325,chr14:75984465-75985937
3111,001200000001,chr14:75954401-75955984,chr14:75773182-75775475,chr14:75598539-75600325,chr14:75984465-75985937
3221,000110100001,chr14:76025750-76028234,chr14:75773182-75775475,chr14:75598539-75600325,chr14:75984465-75985937
3322,000000111001,chr14:76025750-76028234,chr14:75954401-75955984,chr14:75773182-75775475,chr14:75984465-75985937
3111,101100001000,chr14:76119812-76121611,chr14:76025750-76028234,chr14:75954401-75955984,chr14:75984465-75985937
2211,002000200000,chr8:66473733-66475212,chr8:65607653-65609244,chr8:65479554-65481152,chr8:65486915-65488492
2211,001110010000,chr2:46218956-46221555,chr2:46237337-46239041,chr2:46876892-46878662,chr2:46691079-46692475
2211,001110010000,chr2:46218956-46221555,chr2:46827916-46829453,chr2:46237337-46239041,chr2:46691079-46692475
2211,100110010000,chr2:47115535-47117122,chr2:46218956-46221555,chr2:46237337-46239041,chr2:46691079-46692475
3221,000110011000,chr2:46218956-46221555,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46691079-46692475
3221,001010011000,chr2:46218956-46221555,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46876892-46878662
3221,001010011000,chr2:46218956-46221555,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46827916-46829453
2211,000210100000,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46876892-46878662,chr2:46858896-46860427
2211,000210100000,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46876892-46878662,chr2:46691079-46692475
2211,001110100000,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46876892-46878662,chr2:47003163-47004798
2211,100110100000,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46876892-46878662,chr2:47115535-47117122
3111,002100001000,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46876892-46878662,chr2:46827916-46829453
2211,000210100000,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46691079-46692475,chr2:46827916-46829453
2211,100110100000,chr2:46687721-46689503,chr2:46237337-46239041,chr2:46767467-46769922,chr2:46827916-46829453
2211,101000200000,chr5:170217827-170219284,chr5:170768743-170770341,chr5:170065160-170066650,chr5:170170878-170172554
3111,003000000010,chr5:170217827-170219284,chr5:170201376-170202664,chr5:170768743-170770341,chr5:170065160-170066650
2211,002000200000,chr5:170217827-170219284,chr5:170633698-170635370,chr5:170768743-170770341,chr5:170065160-170066650
2211,002000200000,chr5:170201376-170202664,chr5:170633698-170635370,chr5:170768743-170770341,chr5:170065160-170066650
2211,002010100000,chr11:45273228-45274962,chr11:45353210-45354951,chr11:44948080-44949733,chr11:45314525-45316035
3221,001010100010,chr11:45273228-45274962,chr11:45353210-45354951,chr11:45131641-45133153,chr11:44948080-44949733
3111,102000000010,chr11:45273228-45274962,chr11:45353210-45354951,chr11:44948080-44949733,chr11:44957403-44958928
3111,101100000010,chr11:45273228-45274962,chr11:45353210-45354951,chr11:45204033-45205418,chr11:44948080-44949733
3221,100000200010,chr11:45273228-45274962,chr11:45126560-45127941,chr11:45353210-45354951,chr11:44948080-44949733
2211,101000200000,chr11:45124067-45125586,chr11:45273228-45274962,chr11:45353210-45354951,chr11:44948080-44949733
2211,002000200000,chr11:45353210-45354951,chr11:45131641-45133153,chr11:44948080-44949733,chr11:45314525-45316035
2211,002000200000,chr11:45254479-45255873,chr11:45353210-45354951,chr11:45131641-45133153,chr11:44948080-44949733
3221,001000200010,chr11:44957403-44958928,chr11:45353210-45354951,chr11:45131641-45133153,chr11:44948080-44949733
3111,002100000010,chr11:45204033-45205418,chr11:45353210-45354951,chr11:45131641-45133153,chr11:44948080-44949733
3221,001000200010,chr11:45126560-45127941,chr11:45353210-45354951,chr11:45131641-45133153,chr11:44948080-44949733
2211,002000200000,chr11:45124067-45125586,chr11:45353210-45354951,chr11:45131641-45133153,chr11:44948080-44949733
3111,002100000010,chr11:44957403-44958928,chr11:45353210-45354951,chr11:45204033-45205418,chr11:44948080-44949733
3322,000000200020,chr11:44957403-44958928,chr11:45126560-45127941,chr11:45353210-45354951,chr11:44948080-44949733
2222,000000400000,chr11:45124067-45125586,chr11:44957403-44958928,chr11:45353210-45354951,chr11:44948080-44949733
3221,000100200010,chr11:45126560-45127941,chr11:45353210-45354951,chr11:45204033-45205418,chr11:44948080-44949733
2211,001100200000,chr11:45124067-45125586,chr11:45353210-45354951,chr11:45204033-45205418,chr11:44948080-44949733
3221,001000200010,chr11:45124067-45125586,chr11:45126560-45127941,chr11:45353210-45354951,chr11:44948080-44949733
2211,002000200000,chr11:44957403-44958928,chr11:45126560-45127941,chr11:45131641-45133153,chr11:44948080-44949733
2222,000000400000,chr11:45124067-45125586,chr11:44957403-44958928,chr11:45126560-45127941,chr11:44948080-44949733
2211,002000200000,chr11:45124067-45125586,chr11:44957403-44958928,chr11:45131641-45133153,chr11:44948080-44949733
2211,100110010000,chr1:178268452-178270180,chr1:178971134-178972917,chr1:178510933-178513175,chr1:178023478-178025821
3221,000110011000,chr1:178268452-178270180,chr1:178971134-178972917,chr1:178742863-178744673,chr1:178510933-178513175
3221,000110101000,chr1:178268452-178270180,chr1:178971134-178972917,chr1:178721801-178723454,chr1:178510933-178513175
2222,000020020000,chr1:178268452-178270180,chr1:178971134-178972917,chr1:178510933-178513175,chr1:178279066-178280873
3322,000010012000,chr1:178268452-178270180,chr1:178971134-178972917,chr1:178500834-178502428,chr1:178510933-178513175
3221,001020000001,chr1:178971134-178972917,chr1:178742863-178744673,chr1:178510933-178513175,chr1:179338308-179339900
3322,000000112000,chr1:178971134-178972917,chr1:178742863-178744673,chr1:178510933-178513175,chr1:178721801-178723454
3221,000110011000,chr1:178971134-178972917,chr1:178742863-178744673,chr1:178510933-178513175,chr1:178279066-178280873
3322,000010012000,chr1:178971134-178972917,chr1:178742863-178744673,chr1:178500834-178502428,chr1:178510933-178513175
3221,000110101000,chr1:178971134-178972917,chr1:178721801-178723454,chr1:178510933-178513175,chr1:178279066-178280873
3322,000010102000,chr1:178971134-178972917,chr1:178721801-178723454,chr1:178500834-178502428,chr1:178510933-178513175
3322,000010012000,chr1:178971134-178972917,chr1:178500834-178502428,chr1:178510933-178513175,chr1:178279066-178280873
2211,200000110000,chr1:179089567-179091216,chr1:178742863-178744673,chr1:178510933-178513175,chr1:179338308-179339900
2211,002010010000,chr1:178742863-178744673,chr1:178721801-178723454,chr1:178510933-178513175,chr1:179338308-179339900
2211,001110010000,chr1:178742863-178744673,chr1:178279066-178280873,chr1:178510933-178513175,chr1:179338308-179339900
2211,101010010000,chr1:178742863-178744673,chr1:178500834-178502428,chr1:178510933-178513175,chr1:179338308-179339900
3111,001200001000,chr1:178742863-178744673,chr1:178721801-178723454,chr1:178510933-178513175,chr1:178279066-178280873
3111,101100001000,chr1:178742863-178744673,chr1:178721801-178723454,chr1:178500834-178502428,chr1:178510933-178513175
2211,000210010000,chr1:178268452-178270180,chr1:178742863-178744673,chr1:178510933-178513175,chr1:178279066-178280873
3221,000110011000,chr1:178742863-178744673,chr1:178500834-178502428,chr1:178510933-178513175,chr1:178279066-178280873
2211,000220000000,chr1:178268452-178270180,chr1:178742863-178744673,chr1:178500834-178502428,chr1:178510933-178513175
2211,001110010000,chr1:178268452-178270180,chr1:178721801-178723454,chr1:178510933-178513175,chr1:178279066-178280873
3221,001010011000,chr1:178721801-178723454,chr1:178500834-178502428,chr1:178510933-178513175,chr1:178279066-178280873
2211,001120000000,chr1:178268452-178270180,chr1:178721801-178723454,chr1:178500834-178502428,chr1:178510933-178513175
2211,100100020000,chr1:178268452-178270180,chr1:178023478-178025821,chr1:178510933-178513175,chr1:178279066-178280873
3322,000010011001,chr1:178268452-178270180,chr1:178500834-178502428,chr1:178510933-178513175,chr1:178279066-178280873
2211,100110010000,chr1:178268452-178270180,chr1:178500834-178502428,chr1:178510933-178513175,chr1:178023478-178025821
3221,100000110010,chr11:64490186-64491906,chr11:64320375-64322030,chr11:64256670-64258224,chr11:64419969-64421512
2211,100100020000,chr17:38169126-38171225,chr17:38194631-38196095,chr17:38242020-38243762,chr17:38182724-38184337
2222,000020020000,chr17:38169126-38171225,chr17:38267314-38270430,chr17:38194631-38196095,chr17:38242020-38243762
2211,200000020000,chr17:38169126-38171225,chr17:38231125-38232783,chr17:38194631-38196095,chr17:38242020-38243762
2211,100100020000,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38194631-38196095,chr17:38242020-38243762
3111,100200000001,chr17:38169126-38171225,chr17:38267314-38270430,chr17:38242020-38243762,chr17:38182724-38184337
3111,100200000001,chr17:38169126-38171225,chr17:38231125-38232783,chr17:38242020-38243762,chr17:38182724-38184337
3111,000300000001,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38242020-38243762,chr17:38182724-38184337
2211,000210010000,chr17:38169126-38171225,chr17:38510643-38512199,chr17:38267314-38270430,chr17:38242020-38243762
3111,200100000001,chr17:38169126-38171225,chr17:38267314-38270430,chr17:38231125-38232783,chr17:38242020-38243762
3111,100200000001,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38267314-38270430,chr17:38242020-38243762
3111,100200000001,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38231125-38232783,chr17:38242020-38243762
2211,001100020000,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38242020-38243762,chr17:38357416-38359000
2211,100110010000,chr17:38169126-38171225,chr17:38194631-38196095,chr17:38267314-38270430,chr17:38182724-38184337
2211,000210010000,chr17:38169126-38171225,chr17:38510643-38512199,chr17:38267314-38270430,chr17:38182724-38184337
3111,200100000001,chr17:38169126-38171225,chr17:38231125-38232783,chr17:38267314-38270430,chr17:38182724-38184337
3111,100200000001,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38267314-38270430,chr17:38182724-38184337
3111,100200000001,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38231125-38232783,chr17:38182724-38184337
2211,001100020000,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38357416-38359000,chr17:38182724-38184337
3111,100200001000,chr17:38169126-38171225,chr17:38510643-38512199,chr17:38194631-38196095,chr17:38267314-38270430
2211,200010010000,chr17:38169126-38171225,chr17:38231125-38232783,chr17:38194631-38196095,chr17:38267314-38270430
2211,100110010000,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38194631-38196095,chr17:38267314-38270430
2211,100110010000,chr17:38169126-38171225,chr17:38510643-38512199,chr17:38267314-38270430,chr17:38457112-38458419
2211,000210010000,chr17:38169126-38171225,chr17:38510643-38512199,chr17:38458684-38460421,chr17:38267314-38270430
2211,100110010000,chr17:38169126-38171225,chr17:38510643-38512199,chr17:38231125-38232783,chr17:38267314-38270430
2211,000210010000,chr17:38169126-38171225,chr17:38510643-38512199,chr17:38446266-38447945,chr17:38267314-38270430
3111,200100000001,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38231125-38232783,chr17:38267314-38270430
2211,101000020000,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38267314-38270430,chr17:38357416-38359000
2211,101000020000,chr17:38169126-38171225,chr17:38446266-38447945,chr17:38231125-38232783,chr17:38357416-38359000
3221,001000200010,chr3:108942776-108944064,chr3:108800280-108801843,chr3:108768835-108770343,chr3:108741958-108743519
3221,001000200010,chr3:108800280-108801843,chr3:108768835-108770343,chr3:108380382-108382095,chr3:108741958-108743519
2211,002000200000,chr3:108633316-108634781,chr3:108800280-108801843,chr3:108768835-108770343,chr3:108380382-108382095
2211,002000200000,chr3:108737211-108738530,chr3:108800280-108801843,chr3:108768835-108770343,chr3:108380382-108382095
2211,002000200000,chr3:108942776-108944064,chr3:108800280-108801843,chr3:108380382-108382095,chr3:108741958-108743519
2211,002000200000,chr3:108633316-108634781,chr3:108800280-108801843,chr3:108380382-108382095,chr3:108741958-108743519
2211,002000200000,chr3:108737211-108738530,chr3:108800280-108801843,chr3:108380382-108382095,chr3:108741958-108743519
2211,002000200000,chr3:108633316-108634781,chr3:108800280-108801843,chr3:108207980-108209491,chr3:108380382-108382095
3111,003000000010,chr3:108633316-108634781,chr3:108800280-108801843,chr3:108737211-108738530,chr3:108380382-108382095
3221,100020001000,chr15:90303363-90305024,chr15:91025020-91026712,chr15:90417511-90419247,chr15:90282695-90284248
3111,300000001000,chr15:90303363-90305024,chr15:91025020-91026712,chr15:90282695-90284248,chr15:90613965-90615370
2211,200020000000,chr15:90303363-90305024,chr15:90862568-90864473,chr15:91025020-91026712,chr15:90282695-90284248
3111,300000001000,chr15:91025020-91026712,chr15:90417511-90419247,chr15:90282695-90284248,chr15:90613965-90615370
2211,200020000000,chr15:90862568-90864473,chr15:91025020-91026712,chr15:90417511-90419247,chr15:90282695-90284248
2211,200020000000,chr15:90862568-90864473,chr15:91025020-91026712,chr15:90282695-90284248,chr15:90613965-90615370
2211,200020000000,chr15:91236234-91237852,chr15:90862568-90864473,chr15:91025020-91026712,chr15:90282695-90284248
2211,200020000000,chr15:91236234-91237852,chr15:90862568-90864473,chr15:91025020-91026712,chr15:91190727-91192612
2211,200010100000,chr14:81461984-81463578,chr14:81636213-81637867,chr14:81629879-81631355,chr14:81420523-81421994
2211,101010100000,chr14:81461984-81463578,chr14:81453043-81454706,chr14:81636213-81637867,chr14:81629879-81631355
3111,201000001000,chr14:81461984-81463578,chr14:81636213-81637867,chr14:81629879-81631355,chr14:81677647-81679118
2211,101020000000,chr14:81461984-81463578,chr14:81636213-81637867,chr14:81629879-81631355,chr14:81930141-81931909
2211,200020000000,chr14:81461984-81463578,chr14:81636213-81637867,chr14:81677647-81679118,chr14:81930141-81931909
2211,200020000000,chr14:81461984-81463578,chr14:81636213-81637867,chr14:81420523-81421994,chr14:81930141-81931909
2211,101020000000,chr14:81629879-81631355,chr14:81636213-81637867,chr14:81420523-81421994,chr14:81930141-81931909
2211,101020000000,chr14:81453043-81454706,chr14:81636213-81637867,chr14:81420523-81421994,chr14:81930141-81931909
3111,102000000001,chr16:31870096-31871546,chr16:31106584-31108048,chr16:30995545-30997549,chr16:31026776-31028199
3111,102000000001,chr16:31870096-31871546,chr16:30855362-30857129,chr16:30995545-30997549,chr16:31026776-31028199
3111,201000000001,chr16:31870096-31871546,chr16:31106584-31108048,chr16:30995545-30997549,chr16:30855362-30857129
3111,000300001000,chr3:149620062-149621656,chr3:149653962-149655519,chr3:149684240-149686143,chr3:149938169-149940008
3221,000100021000,chr3:149653962-149655519,chr3:150212765-150214489,chr3:149684240-149686143,chr3:149938169-149940008
2211,100110010000,chr3:149229483-149231163,chr3:149620062-149621656,chr3:149684240-149686143,chr3:149938169-149940008
2211,001110010000,chr3:149482737-149484533,chr3:149620062-149621656,chr3:149684240-149686143,chr3:149938169-149940008
3221,000100021000,chr3:149620062-149621656,chr3:150212765-150214489,chr3:149684240-149686143,chr3:149938169-149940008
3221,001010010001,chr3:149956273-149957998,chr3:150212765-150214489,chr3:149684240-149686143,chr3:149938169-149940008
3221,001010010001,chr3:149944976-149946443,chr3:150212765-150214489,chr3:149684240-149686143,chr3:149938169-149940008
3221,001010010001,chr3:150003599-150005509,chr3:150212765-150214489,chr3:149684240-149686143,chr3:149938169-149940008
3111,002100000001,chr3:149944976-149946443,chr3:149956273-149957998,chr3:149684240-149686143,chr3:150212765-150214489
3111,002100000001,chr3:149956273-149957998,chr3:150003599-150005509,chr3:149684240-149686143,chr3:150212765-150214489
3111,002100000001,chr3:149944976-149946443,chr3:150003599-150005509,chr3:149684240-149686143,chr3:150212765-150214489
3111,002100000010,chr21:32719269-32720619,chr21:32952564-32954030,chr21:32570247-32571774,chr21:32831265-32832648
3221,001000200010,chr21:32976283-32977862,chr21:32952564-32954030,chr21:32570247-32571774,chr21:32831265-32832648
3111,002100000010,chr21:32719269-32720619,chr21:32952564-32954030,chr21:32976283-32977862,chr21:32831265-32832648
2211,002000200000,chr21:32470342-32471761,chr21:32952564-32954030,chr21:32976283-32977862,chr21:32831265-32832648
2211,002010100000,chr3:36741905-36743563,chr3:36173206-36174619,chr3:36748620-36750136,chr3:36581716-36583306
2211,002010100000,chr17:72363851-72365291,chr17:72488795-72490366,chr17:72292223-72293578,chr17:72375025-72376641
2211,101010100000,chr17:72452988-72454680,chr17:72488795-72490366,chr17:72292223-72293578,chr17:72375025-72376641
2211,001110100000,chr17:72433157-72434698,chr17:72488795-72490366,chr17:72292223-72293578,chr17:72375025-72376641
3221,001010101000,chr17:72363851-72365291,chr17:72452988-72454680,chr17:72488795-72490366,chr17:72375025-72376641
3111,002100001000,chr17:72363851-72365291,chr17:72488795-72490366,chr17:72375025-72376641,chr17:72433157-72434698
3221,001010011000,chr17:72433157-72434698,chr17:72452988-72454680,chr17:72488795-72490366,chr17:72375025-72376641
3221,000100200010,chr9:75814354-75816555,chr9:75696336-75697934,chr9:75485940-75487815,chr9:75637109-75638892
3221,001000200010,chr9:75471354-75473028,chr9:75696336-75697934,chr9:75485940-75487815,chr9:75637109-75638892
2211,101000110000,chr6:134158231-134160150,chr6:133874045-133875687,chr6:133150741-133152311,chr6:134236940-134238666
2211,200000110000,chr6:134158231-134160150,chr6:133874045-133875687,chr6:134236940-134238666,chr6:133833088-133834470
2211,101000110000,chr6:134158231-134160150,chr6:133874045-133875687,chr6:133283436-133285087,chr6:134236940-134238666
3111,101100000010,chr6:133874045-133875687,chr6:133150741-133152311,chr6:134236940-134238666,chr6:133833088-133834470
3111,002100000010,chr6:133283436-133285087,chr6:133874045-133875687,chr6:133150741-133152311,chr6:134236940-134238666
3111,101100000010,chr6:133283436-133285087,chr6:133874045-133875687,chr6:134236940-134238666,chr6:133833088-133834470
3111,001200001000,chr5:149902630-149904228,chr5:150695024-150696481,chr5:149837863-149839683,chr5:149941863-149943294
3111,101100001000,chr5:149939645-149941390,chr5:150695024-150696481,chr5:149837863-149839683,chr5:149941863-149943294
3111,101100001000,chr5:150695024-150696481,chr5:149837863-149839683,chr5:150543746-150545413,chr5:149941863-149943294
2211,101010010000,chr5:150695024-150696481,chr5:149837863-149839683,chr5:149941863-149943294,chr5:150089055-150090714
2211,100110010000,chr5:149902630-149904228,chr5:149837863-149839683,chr5:149941863-149943294,chr5:149866713-149868138
3111,100200001000,chr5:149939645-149941390,chr5:149902630-149904228,chr5:149837863-149839683,chr5:149941863-149943294
3111,100200001000,chr5:149902630-149904228,chr5:149837863-149839683,chr5:150543746-150545413,chr5:149941863-149943294
2211,100110010000,chr5:149902630-149904228,chr5:149837863-149839683,chr5:149941863-149943294,chr5:150089055-150090714
2211,100120000000,chr5:149939645-149941390,chr5:149837863-149839683,chr5:150426864-150429007,chr5:149941863-149943294
2211,100120000000,chr5:149939645-149941390,chr5:149540035-149542192,chr5:149837863-149839683,chr5:149941863-149943294
3111,200100001000,chr5:149939645-149941390,chr5:150543746-150545413,chr5:149837863-149839683,chr5:149941863-149943294
2222,000030010000,chr5:149939645-149941390,chr5:149837863-149839683,chr5:149941863-149943294,chr5:150089055-150090714
2211,100120000000,chr5:150543746-150545413,chr5:149837863-149839683,chr5:149941863-149943294,chr5:150430702-150432094
2211,000220000000,chr5:150543746-150545413,chr5:149837863-149839683,chr5:149941863-149943294,chr5:150505130-150506633
2211,001120000000,chr5:150381150-150382806,chr5:150543746-150545413,chr5:149837863-149839683,chr5:149941863-149943294
2211,200010010000,chr5:150543746-150545413,chr5:149837863-149839683,chr5:149941863-149943294,chr5:150089055-150090714
2211,100120000000,chr5:149939645-149941390,chr5:150426864-150429007,chr5:149941863-149943294,chr5:150089055-150090714
2211,100120000000,chr5:149939645-149941390,chr5:149540035-149542192,chr5:149941863-149943294,chr5:150089055-150090714
2211,001100020000,chr1:228799599-228801115,chr1:230445765-230447265,chr1:229393200-229394857,chr1:229649879-229651379
3111,101100000001,chr1:229617078-229618636,chr1:228799599-228801115,chr1:229393200-229394857,chr1:229649879-229651379
3111,001200000001,chr1:228799599-228801115,chr1:229588379-229590104,chr1:229393200-229394857,chr1:229649879-229651379
3111,101100000001,chr1:229617078-229618636,chr1:228799599-228801115,chr1:229393200-229394857,chr1:229588379-229590104
2211,001100020000,chr1:229850192-229851619,chr1:230445765-230447265,chr1:229393200-229394857,chr1:229649879-229651379
2211,100100020000,chr1:229617078-229618636,chr1:230445765-230447265,chr1:229393200-229394857,chr1:229649879-229651379
2211,000200020000,chr1:229588379-229590104,chr1:230445765-230447265,chr1:229393200-229394857,chr1:229649879-229651379
3111,100200000001,chr1:229617078-229618636,chr1:229588379-229590104,chr1:229393200-229394857,chr1:229649879-229651379
3221,100000200001,chr5:159417037-159418477,chr5:158583194-158584950,chr5:158712861-158714386,chr5:158870974-158872520
3221,001000200001,chr5:159417037-159418477,chr5:159413821-159415245,chr5:158712861-158714386,chr5:158870974-158872520
2211,002010010000,chr5:158583194-158584950,chr5:158743219-158744766,chr5:158712861-158714386,chr5:158870974-158872520
3111,102000000001,chr5:159413821-159415245,chr5:158583194-158584950,chr5:158712861-158714386,chr5:158870974-158872520
2211,101000110000,chr5:159008002-159009916,chr5:159413821-159415245,chr5:158712861-158714386,chr5:158870974-158872520
3111,000300001000,chr3:134076402-134078324,chr3:134026629-134028377,chr3:134197843-134199466,chr3:134210761-134212482
3111,000300001000,chr3:134076402-134078324,chr3:134026629-134028377,chr3:134197843-134199466,chr3:134096647-134098133
3221,000110011000,chr3:134076402-134078324,chr3:134192175-134193920,chr3:134026629-134028377,chr3:134197843-134199466
3111,000300001000,chr3:134076402-134078324,chr3:134026629-134028377,chr3:134210761-134212482,chr3:134096647-134098133
3322,000000022000,chr3:134076402-134078324,chr3:134192175-134193920,chr3:134026629-134028377,chr3:134210761-134212482
3221,000110011000,chr3:134076402-134078324,chr3:134026629-134028377,chr3:134192175-134193920,chr3:134096647-134098133
2211,100110010000,chr5:111545549-111547191,chr5:111509898-111511870,chr5:112092579-112094285,chr5:111755168-111756951
2222,000010120000,chr5:111545549-111547191,chr5:111509898-111511870,chr5:111826582-111828940,chr5:111755168-111756951
2211,100100110000,chr5:111545549-111547191,chr5:111826582-111828940,chr5:111509898-111511870,chr5:112092579-112094285
3221,100000200010,chr4:6251881-6253356,chr4:6265369-6266876,chr4:6328467-6329923,chr4:6344964-6346571
2211,200000110000,chr5:40878895-40880511,chr5:39713079-39715224,chr5:40735769-40737444,chr5:39948211-39949999
3221,100000110001,chr5:40878895-40880511,chr5:40735769-40737444,chr5:39948211-39949999,chr5:40687436-40690325
2211,200000020000,chr5:40878895-40880511,chr5:39713079-39715224,chr5:40735769-40737444,chr5:40687436-40690325
2211,000210100000,chr5:39578304-39580167,chr5:39713079-39715224,chr5:40735769-40737444,chr5:39948211-39949999
3322,000010010011,chr5:39713079-39715224,chr5:40735769-40737444,chr5:39948211-39949999,chr5:40687436-40690325
2211,000210010000,chr5:39578304-39580167,chr5:39713079-39715224,chr5:40735769-40737444,chr5:40687436-40690325
2211,002000110000,chr3:27175099-27176740,chr3:27398581-27400046,chr3:27294734-27296299,chr3:27508389-27510302
2211,100100110000,chr7:128982195-128983944,chr7:129111420-129113115,chr7:129283870-129285378,chr7:129649659-129651576
3221,000100110010,chr7:128982195-128983944,chr7:129111420-129113115,chr7:129283870-129285378,chr7:129015749-129017209
2211,100100110000,chr7:128982195-128983944,chr7:129111420-129113115,chr7:129283870-129285378,chr7:128857690-128859317
3221,100000200001,chr7:128982195-128983944,chr7:129111420-129113115,chr7:129015749-129017209,chr7:128857690-128859317
2211,001110010000,chr7:128982195-128983944,chr7:129111420-129113115,chr7:129469363-129470656,chr7:128857690-128859317
2211,002010010000,chr7:128982195-128983944,chr7:128937489-128939142,chr7:129111420-129113115,chr7:128857690-128859317
2211,002010010000,chr7:128982195-128983944,chr7:128910981-128912457,chr7:129111420-129113115,chr7:128857690-128859317
2211,001110010000,chr7:129469363-129470656,chr7:129111420-129113115,chr7:129015749-129017209,chr7:128857690-128859317
2211,002010010000,chr7:128937489-128939142,chr7:129111420-129113115,chr7:129015749-129017209,chr7:128857690-128859317
2211,002010010000,chr7:128910981-128912457,chr7:129111420-129113115,chr7:129015749-129017209,chr7:128857690-128859317
2211,100110010000,chr7:129469363-129470656,chr7:129111420-129113115,chr7:128857690-128859317,chr7:129649659-129651576
3111,001200001000,chr7:129469363-129470656,chr7:128937489-128939142,chr7:129111420-129113115,chr7:128857690-128859317
3111,001200001000,chr7:129469363-129470656,chr7:128910981-128912457,chr7:129111420-129113115,chr7:128857690-128859317
3111,002100001000,chr7:128937489-128939142,chr7:129111420-129113115,chr7:128910981-128912457,chr7:128857690-128859317
3111,003000000001,chr11:18561090-18562739,chr11:18672170-18673670,chr11:18136435-18138057,chr11:18752859-18754404
2211,002000110000,chr11:18823512-18825155,chr11:18561090-18562739,chr11:18672170-18673670,chr11:18136435-18138057
2211,002000110000,chr11:18561090-18562739,chr11:18672170-18673670,chr11:18136435-18138057,chr11:18166058-18167455
2211,000210100000,chr6:34953954-34955544,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35261475-35263027
2211,100110100000,chr6:34953954-34955544,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35309235-35310981
2222,000010120000,chr6:35434966-35436893,chr6:34953954-34955544,chr6:35416542-35418354,chr6:35208150-35209837
3221,001000111000,chr6:34953954-34955544,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35106769-35108642
2211,002010010000,chr6:34953954-34955544,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35113518-35115114
2211,100100020000,chr6:35434966-35436893,chr6:34953954-34955544,chr6:35208150-35209837,chr6:35261475-35263027
2211,200000020000,chr6:35434966-35436893,chr6:34953954-34955544,chr6:35208150-35209837,chr6:35309235-35310981
3221,000110100001,chr6:35434966-35436893,chr6:34953954-34955544,chr6:35208150-35209837,chr6:35106769-35108642
3111,101100000001,chr6:35434966-35436893,chr6:34953954-34955544,chr6:35208150-35209837,chr6:35113518-35115114
3221,001010010010,chr6:34953954-34955544,chr6:35208150-35209837,chr6:34427176-34428636,chr6:35106769-35108642
3221,001010100001,chr6:34953954-34955544,chr6:35208150-35209837,chr6:35113518-35115114,chr6:35106769-35108642
2211,101000110000,chr6:34953954-34955544,chr6:35208150-35209837,chr6:35172179-35173671,chr6:35113518-35115114
2211,000200020000,chr6:35434966-35436893,chr6:35294649-35296128,chr6:35208150-35209837,chr6:35261475-35263027
3221,000110010001,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35261475-35263027,chr6:35309235-35310981
3221,000100110001,chr6:35434966-35436893,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35261475-35263027
2211,001100020000,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35261475-35263027,chr6:35106769-35108642
2211,001100020000,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35261475-35263027,chr6:35113518-35115114
3221,000110100001,chr6:35434966-35436893,chr6:35416542-35418354,chr6:35208150-35209837,chr6:35309235-35310981
2211,101000020000,chr6:35434966-35436893,chr6:35208150-35209837,chr6:35106769-35108642,chr6:35309235-35310981
