from_name,to_name,from_broad_state,to_broad_state
chr12:56709144-56710674,chr12:56857445-56859113,active,active
chr13:76260730-76262267,chr13:77047148-77048701,weak,repressed
chr13:76449881-76451491,chr13:77047148-77048701,active,repressed
chr13:76140399-76141772,chr13:77047148-77048701,weak,repressed
chr13:76260730-76262267,chr13:76449881-76451491,weak,active
chr5:179293269-179294567,chr5:179516946-179519033,weak,active
chr5:179189437-179191147,chr5:179516946-179519033,active,active
chr16:67051136-67052768,chr16:67499130-67500715,repressed,active
chr16:67293873-67295518,chr16:67499130-67500715,weak,active
chr3:196263676-196265205,chr3:196411142-196412781,active,active
chr3:196335419-196337452,chr3:196411142-196412781,active,active
chr3:196263676-196265205,chr3:196668519-196670103,active,active
chr3:196335419-196337452,chr3:196420468-196421821,active,active
chr15:73852143-73853934,chr15:73928232-73929941,active,active
chr15:73831415-73833011,chr15:73928232-73929941,active,active
chr1:57297009-57298497,chr1:57433371-57434845,repressed,repressed
chr19:16357798-16359314,chr19:16493454-16494993,repressed,active
chr19:16357798-16359314,chr19:16496970-16498346,repressed,active
chr1:162823300-162825086,chr1:163284874-163286714,active,weak
chr1:162816834-162818625,chr1:163284874-163286714,weak,weak
chr1:163040839-163042709,chr1:163284874-163286714,active,weak
chr1:163140316-163141772,chr1:163284874-163286714,weak,weak
chr1:163143833-163145501,chr1:163284874-163286714,active,weak
chr1:162823300-162825086,chr1:163143833-163145501,active,active
chr1:162816834-162818625,chr1:163143833-163145501,weak,active
chr1:163040839-163042709,chr1:163143833-163145501,active,active
chr1:162823300-162825086,chr1:163140316-163141772,active,weak
chr11:126310139-126311682,chr11:127215323-127216569,active,repressed
chr16:2924212-2925791,chr16:2956649-2958119,active,active
chr16:3150815-3152190,chr16:3178915-3180456,active,active
chr16:3108266-3110193,chr16:3178915-3180456,active,active
chr16:2866225-2868035,chr16:2917415-2919310,active,active
chr8:127312663-127314373,chr8:127395308-127397261,repressed,repressed
chr8:127312663-127314373,chr8:127821444-127823119,repressed,repressed
chr8:127521961-127523430,chr8:127821444-127823119,weak,repressed
chr8:126923510-126925074,chr8:127821444-127823119,repressed,repressed
chr8:127615557-127617100,chr8:127821444-127823119,repressed,repressed
chr8:127312663-127314373,chr8:127888082-127889957,repressed,repressed
chr4:40929142-40930581,chr4:41216021-41217364,weak,active
chr6:5056634-5058241,chr6:5143220-5144855,repressed,repressed
chr16:29702709-29704158,chr16:30016285-30017779,active,active
chr16:29711167-29712776,chr16:30016285-30017779,active,active
chr8:106793444-106794953,chr8:107603325-107604984,repressed,repressed
chr8:106917396-106919653,chr8:107603325-107604984,repressed,repressed
chr12:85861897-85863436,chr12:86265685-86267335,active,repressed
chr12:85968914-85970550,chr12:86265685-86267335,weak,repressed
chr12:85861897-85863436,chr12:86344945-86346587,active,repressed
chr12:86316949-86318581,chr12:86344945-86346587,repressed,repressed
chr12:85861897-85863436,chr12:86313442-86315102,active,repressed
chr12:85968914-85970550,chr12:86313442-86315102,weak,repressed
chr12:86265685-86267335,chr12:86313442-86315102,repressed,repressed
chr12:85861897-85863436,chr12:86316949-86318581,active,repressed
chr16:87494420-87496024,chr16:87583478-87584904,active,repressed
chr21:32570247-32571774,chr21:32952564-32954030,repressed,repressed
chr21:32719269-32720619,chr21:32952564-32954030,weak,repressed
chr21:32831265-32832648,chr21:32952564-32954030,repressed,repressed
chr18:74110287-74112044,chr18:74421181-74422758,repressed,repressed
chr18:74117471-74119052,chr18:74421181-74422758,repressed,repressed
chr12:68616337-68617919,chr12:68710130-68711794,weak,weak
chr19:54409437-54410890,chr19:54532584-54535309,repressed,active
chr19:54295451-54297241,chr19:54532584-54535309,repressed,active
chr19:54344803-54346423,chr19:54532584-54535309,active,active
chr5:16790467-16792412,chr5:17202924-17204469,weak,weak
chr5:16689674-16691261,chr5:17202924-17204469,active,weak
chr19:56615754-56617345,chr19:56861258-56862748,active,repressed
chr19:56577003-56578856,chr19:56861258-56862748,poised,repressed
chr19:56763692-56766231,chr19:56844150-56845921,weak,repressed
chr19:56615754-56617345,chr19:56844150-56845921,active,repressed
chr19:56591442-56592775,chr19:56844150-56845921,repressed,repressed
chr19:56577003-56578856,chr19:56844150-56845921,poised,repressed
chr1:51553612-51555089,chr1:51654511-51656085,repressed,repressed
chr1:51215047-51216748,chr1:51654511-51656085,weak,repressed
chr1:51394375-51396143,chr1:51654511-51656085,weak,repressed
chr1:51239729-51241535,chr1:51654511-51656085,weak,repressed
chr8:124171843-124173604,chr8:124232288-124233797,active,weak
chr12:85968914-85970550,chr12:86260178-86261954,weak,weak
chr7:105039239-105040696,chr7:105069589-105071095,repressed,repressed
chr7:105041538-105042933,chr7:105069589-105071095,active,repressed
chr7:104562797-104564181,chr7:105069589-105071095,weak,repressed
chr7:104621079-104622700,chr7:105069589-105071095,repressed,repressed
chr7:104781029-104782633,chr7:105069589-105071095,active,repressed
chr10:112113513-112115092,chr10:112306327-112307963,active,weak
chr10:112065396-112067018,chr10:112306327-112307963,active,weak
chr10:112113513-112115092,chr10:112258584-112260131,active,active
chr7:96733398-96734916,chr7:96808060-96809654,repressed,weak
chr7:96733398-96734916,chr7:97472896-97475980,repressed,repressed
chr7:96733398-96734916,chr7:97464166-97465856,repressed,repressed
chr12:53431978-53433531,chr12:53455013-53456355,active,active
chr12:53440221-53443143,chr12:53455013-53456355,active,active
chr6:112030328-112032204,chr6:112349848-112351462,weak,repressed
chr17:65370222-65371613,chr17:65685033-65686704,active,repressed
chr17:65382462-65384021,chr17:65685033-65686704,weak,repressed
chr17:65370222-65371613,chr17:65624141-65626911,active,weak
chr17:65382462-65384021,chr17:65624141-65626911,weak,weak
chr17:65370222-65371613,chr17:65774673-65776208,active,active
chr17:65712990-65714758,chr17:65774673-65776208,active,active
chr4:42372829-42374417,chr4:42521250-42522919,repressed,repressed
chr8:143715331-143717044,chr8:143807420-143809329,repressed,active
chr8:143750050-143752051,chr8:143807420-143809329,active,active
chr8:143715331-143717044,chr8:143750050-143752051,repressed,active
chr8:143684465-143685682,chr8:143750050-143752051,repressed,active
chr8:143715331-143717044,chr8:143734393-143735845,repressed,repressed
chr1:145420902-145422739,chr1:145506832-145508554,weak,active
chr7:5533581-5535459,chr7:5597992-5599395,active,active
chr7:5568729-5570223,chr7:5597992-5599395,weak,active
chr7:5565461-5566688,chr7:5597992-5599395,weak,active
chr7:5533581-5535459,chr7:5716907-5718616,active,weak
chr7:5602463-5604085,chr7:5716907-5718616,active,weak
chr7:5597992-5599395,chr7:5716907-5718616,active,weak
chr7:5405112-5406551,chr7:5533581-5535459,weak,active
chr7:5279217-5280806,chr7:5533581-5535459,active,active
chr10:88698538-88700257,chr10:88725762-88727601,active,active
chr20:36685196-36687042,chr20:37036646-37038191,weak,weak
chr20:36965417-36968067,chr20:37036646-37038191,repressed,weak
chr19:49500723-49502157,chr19:49701457-49703044,weak,weak
chr19:49290744-49292383,chr19:49710651-49712446,repressed,active
chr19:49600385-49602074,chr19:49710651-49712446,weak,active
chr19:49976526-49978185,chr19:50049578-50051311,active,active
chr19:50009339-50010774,chr19:50049578-50051311,repressed,active
chr18:61185043-61186703,chr18:61510893-61512423,active,repressed
chr18:60682979-60684389,chr18:61510893-61512423,repressed,repressed
chr18:61490673-61492041,chr18:61510893-61512423,repressed,repressed
chr18:61105813-61107486,chr18:61510893-61512423,active,repressed
chr18:61408480-61409962,chr18:61510893-61512423,weak,repressed
chr18:61185043-61186703,chr18:61244775-61246599,active,weak
chr18:61105813-61107486,chr18:61244775-61246599,active,weak
chr18:61185043-61186703,chr18:61646046-61647549,active,weak
chr18:61630372-61631802,chr18:61646046-61647549,weak,weak
chr18:61514828-61516266,chr18:61646046-61647549,weak,weak
chr18:61510893-61512423,chr18:61646046-61647549,repressed,weak
chr18:61602763-61604264,chr18:61646046-61647549,active,weak
chr18:61516672-61518140,chr18:61646046-61647549,weak,weak
chr18:61185043-61186703,chr18:61408480-61409962,active,weak
chr18:60682979-60684389,chr18:61408480-61409962,repressed,weak
chr18:61244775-61246599,chr18:61408480-61409962,weak,weak
chr16:14394140-14395809,chr16:14693310-14694917,active,active
chr16:14394140-14395809,chr16:14622217-14623940,active,weak
chr16:14342764-14344571,chr16:14622217-14623940,active,weak
chr16:14383015-14384580,chr16:14622217-14623940,repressed,weak
chr8:139738988-139740772,chr8:140352348-140354039,repressed,repressed
chr8:140259826-140261199,chr8:140352348-140354039,repressed,repressed
chr8:139738988-139740772,chr8:139779279-139780809,repressed,repressed
chr1:165226648-165228075,chr1:165337970-165339320,repressed,repressed
chr20:55125074-55126608,chr20:55548843-55550494,repressed,active
chr20:55204527-55206159,chr20:55548843-55550494,active,active
chr20:55125074-55126608,chr20:55621863-55624219,repressed,active
chr20:55548843-55550494,chr20:55621863-55624219,active,active
chr20:55596851-55598354,chr20:55621863-55624219,weak,active
chr20:55125074-55126608,chr20:55655395-55656612,repressed,repressed
chr20:55125074-55126608,chr20:55418391-55419726,repressed,repressed
chr3:184278286-184280079,chr3:184494942-184496634,repressed,repressed
chr3:184135010-184136529,chr3:184494942-184496634,repressed,repressed
chr3:184444684-184446211,chr3:184494942-184496634,repressed,repressed
chr3:184465778-184467186,chr3:184494942-184496634,poised,repressed
chr3:184278286-184280079,chr3:184465778-184467186,repressed,poised
chr3:184278286-184280079,chr3:184444684-184446211,repressed,repressed
chr3:184278286-184280079,chr3:184459119-184460479,repressed,repressed
chr12:125667162-125668641,chr12:125687206-125688556,repressed,repressed
chr12:125667162-125668641,chr12:125887169-125888723,repressed,repressed
chr3:138312580-138314568,chr3:138641717-138643268,active,active
chr3:138135757-138137318,chr3:138641717-138643268,active,active
chr3:138417406-138419092,chr3:138641717-138643268,active,active
chr17:5495152-5496662,chr17:6338771-6340256,repressed,repressed
chr17:6324641-6326322,chr17:6338771-6340256,weak,repressed
chr17:5495152-5496662,chr17:6324641-6326322,repressed,weak
chr17:5490136-5491731,chr17:6324641-6326322,weak,weak
chr17:6182339-6183914,chr17:6324641-6326322,repressed,weak
chr17:5609642-5611038,chr17:6324641-6326322,repressed,weak
chr17:5495152-5496662,chr17:6330023-6331356,repressed,repressed
chr17:5495152-5496662,chr17:5609642-5611038,repressed,repressed
chr17:5490136-5491731,chr17:5609642-5611038,weak,repressed
chr17:5495152-5496662,chr17:6182339-6183914,repressed,repressed
chr8:106917396-106919653,chr8:107281581-107283418,repressed,active
chr8:106917396-106919653,chr8:107204799-107206314,repressed,repressed
chr8:107015973-107017529,chr8:107204799-107206314,repressed,repressed
chr8:106917396-106919653,chr8:107533526-107534885,repressed,repressed
chr6:2595990-2597364,chr6:2633930-2635783,weak,active
chr6:2610775-2612238,chr6:2633930-2635783,active,active
chr6:2353519-2355089,chr6:2633930-2635783,weak,active
chr7:151322965-151324489,chr7:151456086-151457604,repressed,repressed
chr7:151266779-151268371,chr7:151456086-151457604,repressed,repressed
chr7:151322965-151324489,chr7:151450551-151452161,repressed,active
chr7:151266779-151268371,chr7:151450551-151452161,repressed,active
chr12:91371342-91373187,chr12:91754986-91756455,repressed,repressed
chr2:54403100-54404723,chr2:54931240-54932813,repressed,repressed
chr2:54884184-54885643,chr2:54931240-54932813,active,repressed
chr2:54749329-54750948,chr2:54931240-54932813,weak,repressed
chr3:48273566-48275226,chr3:48314517-48316191,active,weak
chr6:49499071-49500811,chr6:49816209-49818202,repressed,repressed
chr6:49574016-49576006,chr6:49816209-49818202,active,repressed
chr6:49499071-49500811,chr6:49574016-49576006,repressed,active
chr6:49420419-49421914,chr6:49574016-49576006,weak,active
chr6:49499071-49500811,chr6:49537887-49539538,repressed,active
chr19:3326436-3327872,chr19:3428892-3430686,repressed,weak
chr3:98315224-98316675,chr3:98531102-98532527,repressed,weak
chr3:98320348-98321980,chr3:98531102-98532527,repressed,weak
chr16:2064893-2067586,chr16:2189872-2191497,active,active
chr16:2053033-2054772,chr16:2189872-2191497,weak,active
chr3:63334783-63337752,chr3:63803665-63805171,repressed,repressed
chr3:63334783-63337752,chr3:64008265-64010205,repressed,active
chr15:69022167-69023672,chr15:69167608-69169142,active,active
chr15:68598050-68599966,chr15:69167608-69169142,active,active
chr15:68842284-68843737,chr15:69167608-69169142,active,active
chr15:68845797-68847260,chr15:69167608-69169142,active,active
chr15:69075465-69077010,chr15:69167608-69169142,active,active
chr15:69022167-69023672,chr15:69216649-69218360,active,active
chr15:68598050-68599966,chr15:69216649-69218360,active,active
chr15:68845797-68847260,chr15:69216649-69218360,active,active
chr15:69167608-69169142,chr15:69216649-69218360,active,active
chr1:2345051-2346763,chr1:2478818-2480377,active,active
chr1:153642921-153645282,chr1:153743893-153745236,active,active
chr1:153540214-153541971,chr1:153743893-153745236,active,active
chr11:11819658-11821372,chr11:11916687-11918254,poised,weak
chr11:11807898-11810256,chr11:11916687-11918254,repressed,weak
chr11:11870089-11871827,chr11:11916687-11918254,weak,weak
chr11:11819658-11821372,chr11:12064946-12066750,poised,active
chr11:11862583-11864029,chr11:12064946-12066750,active,active
chr11:11952265-11954074,chr11:12064946-12066750,active,active
chr11:11807898-11810256,chr11:12064946-12066750,repressed,active
chr11:11987842-11989300,chr11:12064946-12066750,repressed,active
chr11:11916687-11918254,chr11:12064946-12066750,weak,active
chr11:11819658-11821372,chr11:11870089-11871827,poised,weak
chr5:167540878-167542356,chr5:167646001-167647684,repressed,active
chr9:86197541-86199027,chr9:86211122-86212801,weak,repressed
chr9:85948404-85950321,chr9:86211122-86212801,weak,repressed
chr19:4524645-4526031,chr19:4659875-4661328,repressed,weak
chr19:4546964-4548337,chr19:4635554-4637389,repressed,active
chr19:4567022-4568756,chr19:4635554-4637389,repressed,active
chr19:4522781-4524170,chr19:4635554-4637389,weak,active
chr19:4567022-4568756,chr19:4632705-4634191,repressed,weak
chr19:4524645-4526031,chr19:4632705-4634191,repressed,weak
chr12:109956004-109957577,chr12:110034901-110036550,weak,weak
chr12:109865360-109866837,chr12:110034901-110036550,repressed,weak
chr3:56735778-56737520,chr3:57022079-57023918,repressed,weak
chr3:56735778-56737520,chr3:56835652-56837003,repressed,active
chr3:56735778-56737520,chr3:56832765-56834392,repressed,weak
chr2:96803937-96805684,chr2:96925626-96927396,repressed,active
chr2:96839501-96841264,chr2:96925626-96927396,weak,active
chr2:96803937-96805684,chr2:96839501-96841264,repressed,weak
chr17:4811814-4813357,chr17:4965055-4966583,active,repressed
chr17:4468275-4470968,chr17:4965055-4966583,active,repressed
chr17:4811814-4813357,chr17:4889812-4891684,active,active
chr7:151266779-151268371,chr7:151629786-151631196,repressed,active
chr7:151456086-151457604,chr7:151629786-151631196,repressed,active
chr9:115686831-115688231,chr9:115732831-115734556,repressed,repressed
chr9:115204938-115206436,chr9:115554849-115556455,weak,repressed
chr9:115472891-115474262,chr9:115554849-115556455,weak,repressed
chr12:121771867-121773429,chr12:121880447-121882115,active,weak
chr1:159130055-159131955,chr1:159759603-159760971,repressed,repressed
chr1:159745005-159746537,chr1:159759603-159760971,weak,repressed
chr7:81673166-81674957,chr7:82110226-82111950,repressed,repressed
chr7:81863135-81864769,chr7:82110226-82111950,repressed,repressed
chr7:81673166-81674957,chr7:82355591-82357079,repressed,repressed
chr7:81673166-81674957,chr7:82358005-82359629,repressed,weak
chr7:81863135-81864769,chr7:82358005-82359629,repressed,weak
chr7:82200932-82202567,chr7:82358005-82359629,active,weak
chr7:81673166-81674957,chr7:82200932-82202567,repressed,active
chr7:82072947-82074342,chr7:82200932-82202567,active,active
chr7:81863135-81864769,chr7:82200932-82202567,repressed,active
chr7:82110226-82111950,chr7:82200932-82202567,repressed,active
chr7:81673166-81674957,chr7:81863135-81864769,repressed,repressed
chr19:6165254-6166914,chr19:6299268-6300689,repressed,repressed
chr19:6124950-6127327,chr19:6299268-6300689,weak,repressed
chr22:17555276-17556766,chr22:17651397-17653620,repressed,active
chr7:150475094-150476803,chr7:150714623-150716175,repressed,active
chr7:150475094-150476803,chr7:150595016-150596504,repressed,poised
chr11:76520684-76522190,chr11:76547149-76548388,active,weak
chr11:76517845-76519577,chr11:76547149-76548388,active,weak
chr11:76520684-76522190,chr11:76801468-76803235,active,repressed
chr11:76444166-76445846,chr11:76801468-76803235,repressed,repressed
chr11:76432235-76433775,chr11:76801468-76803235,active,repressed
chr11:76517845-76519577,chr11:76801468-76803235,active,repressed
chr11:76801468-76803235,chr11:76823991-76825483,repressed,weak
chr9:116443914-116445583,chr9:116724653-116726134,repressed,repressed
chr9:116569136-116570570,chr9:116724653-116726134,repressed,repressed
chr9:116443914-116445583,chr9:116638520-116640209,repressed,active
chr9:116615124-116616517,chr9:116638520-116640209,repressed,active
chr9:116499171-116500732,chr9:116638520-116640209,repressed,active
chr11:10813281-10815066,chr11:11287017-11288502,active,repressed
chr8:12899210-12900696,chr8:13519210-13520626,repressed,repressed
chr8:12723810-12725306,chr8:13519210-13520626,repressed,repressed
chr8:13234478-13236271,chr8:13519210-13520626,repressed,repressed
chr8:12899210-12900696,chr8:13516271-13517673,repressed,repressed
chr8:12723810-12725306,chr8:13516271-13517673,repressed,repressed
chr8:13234478-13236271,chr8:13516271-13517673,repressed,repressed
chr8:12890862-12892378,chr8:13516271-13517673,repressed,repressed
chr7:101245024-101246778,chr7:101879341-101880928,active,active
chr7:101185510-101186998,chr7:101879341-101880928,repressed,active
chr7:101456487-101459534,chr7:101879341-101880928,active,active
chr7:101245024-101246778,chr7:101456487-101459534,active,active
chr7:101185510-101186998,chr7:101456487-101459534,repressed,active
chr7:101330927-101332894,chr7:101456487-101459534,active,active
chr1:164642388-164643951,chr1:164755772-164757618,weak,active
chr10:102101542-102103067,chr10:102277887-102279435,active,repressed
chr10:102062900-102064575,chr10:102277887-102279435,weak,repressed
chr10:102101542-102103067,chr10:102267869-102269425,active,repressed
chr10:101319661-101321307,chr10:102267869-102269425,active,repressed
chr4:70554684-70556273,chr4:70746291-70747988,repressed,repressed
chr13:99491796-99493235,chr13:99917615-99919075,weak,weak
chr13:99828051-99829863,chr13:99917615-99919075,active,weak
chr13:99491796-99493235,chr13:99685557-99686925,weak,weak
chr11:19097921-19099447,chr11:19574708-19576249,repressed,repressed
chr11:19280617-19282298,chr11:19574708-19576249,repressed,repressed
chr11:19332303-19333821,chr11:19574708-19576249,repressed,repressed
chr10:105419584-105420801,chr10:105445202-105446882,active,weak
chr10:105357851-105359445,chr10:105445202-105446882,active,weak
chr7:101006649-101008161,chr7:101083168-101084611,active,repressed
chr7:101006649-101008161,chr7:101150396-101152028,active,repressed
chr7:100964463-100966438,chr7:101150396-101152028,active,repressed
chr7:101053985-101055421,chr7:101150396-101152028,repressed,repressed
chr7:101083168-101084611,chr7:101150396-101152028,repressed,repressed
chr7:100933213-100934660,chr7:101150396-101152028,repressed,repressed
chr7:101006649-101008161,chr7:101053985-101055421,active,repressed
chr12:2848458-2849949,chr12:2922212-2923631,repressed,active
chr12:3181995-3183567,chr12:3311559-3313034,repressed,repressed
chr12:2993767-2995292,chr12:3053170-3054650,weak,active
chr12:62831337-62833105,chr12:63192425-63194022,repressed,repressed
chr12:62974913-62976611,chr12:63192425-63194022,weak,repressed
chr12:62831337-62833105,chr12:63187121-63188809,repressed,repressed
chr12:62974913-62976611,chr12:63187121-63188809,weak,repressed
chr12:62996471-62997728,chr12:63187121-63188809,active,repressed
chr15:45496576-45498284,chr15:45691189-45692753,active,active
chr15:45418184-45420004,chr15:45691189-45692753,active,active
chr15:45454456-45456202,chr15:45691189-45692753,active,active
chr15:45598670-45600474,chr15:45691189-45692753,active,active
chr12:46518183-46519999,chr12:47377155-47379060,weak,active
chr12:46518183-46519999,chr12:47414339-47416803,weak,weak
chr12:47377155-47379060,chr12:47414339-47416803,active,weak
chr17:72375025-72376641,chr17:72488795-72490366,active,repressed
chr17:72292223-72293578,chr17:72488795-72490366,repressed,repressed
chr17:72296790-72298183,chr17:72357052-72358503,repressed,repressed
chr3:50556335-50557785,chr3:50579270-50580755,repressed,repressed
chr3:50473001-50474340,chr3:50579270-50580755,repressed,repressed
chr3:50384047-50385578,chr3:50579270-50580755,active,repressed
chr3:50556335-50557785,chr3:50650848-50652425,repressed,weak
chr3:50608962-50610509,chr3:50650848-50652425,repressed,weak
chr3:50586765-50588670,chr3:50650848-50652425,repressed,weak
chr3:50556335-50557785,chr3:50586765-50588670,repressed,repressed
chr3:50473001-50474340,chr3:50586765-50588670,repressed,repressed
chr16:88627790-88629241,chr16:88699470-88700719,repressed,weak
chr20:55956233-55957916,chr20:56069530-56071183,weak,active
chr9:4076841-4078406,chr9:4228111-4229498,repressed,repressed
chr5:36728430-36730087,chr5:36869846-36871579,active,weak
chr5:36728430-36730087,chr5:37005427-37007285,active,active
chr5:36869846-36871579,chr5:37005427-37007285,weak,active
chr2:192676311-192677847,chr2:193026521-193028301,repressed,repressed
chr2:192403308-192404662,chr2:193026521-193028301,repressed,repressed
chr2:192734023-192735347,chr2:193026521-193028301,weak,repressed
chr2:192676311-192677847,chr2:193150063-193151773,repressed,repressed
chr2:193054468-193056213,chr2:193150063-193151773,repressed,repressed
chr2:85955368-85957226,chr2:85998912-86000426,active,active
chr17:19895450-19897302,chr17:20019313-20021014,active,repressed
chr7:135196238-135197773,chr7:135242140-135244189,weak,active
chr7:134958635-134960301,chr7:135242140-135244189,repressed,active
chr16:30995545-30997549,chr16:31106584-31108048,weak,active
chr16:30995545-30997549,chr16:31026776-31028199,weak,repressed
chr16:30995545-30997549,chr16:31870096-31871546,weak,repressed
chr1:19505589-19506909,chr1:19567071-19568707,active,active
chr19:51841197-51843049,chr19:51910464-51911916,active,weak
chr19:51841197-51843049,chr19:51884127-51885426,active,weak
chr19:51841197-51843049,chr19:51924692-51926050,active,repressed
chr5:39948211-39949999,chr5:40735769-40737444,repressed,weak
chr5:40687436-40690325,chr5:40735769-40737444,weak,weak
chr5:39948211-39949999,chr5:40687436-40690325,repressed,weak
chr5:39713079-39715224,chr5:40687436-40690325,active,weak
chr2:72028658-72030017,chr2:72221483-72223261,repressed,repressed
chr2:72160543-72161930,chr2:72221483-72223261,active,repressed
chr2:71775198-71776705,chr2:72221483-72223261,repressed,repressed
chr2:72150499-72152181,chr2:72221483-72223261,weak,repressed
chr2:71772265-71773702,chr2:72221483-72223261,repressed,repressed
chr2:72028658-72030017,chr2:72150499-72152181,repressed,weak
chr2:71836162-71838032,chr2:72150499-72152181,weak,weak
chr2:72028658-72030017,chr2:72376823-72378766,repressed,poised
chr2:72150499-72152181,chr2:72376823-72378766,weak,poised
chr2:71772265-71773702,chr2:72376823-72378766,repressed,poised
chr20:60927304-60928607,chr20:60949969-60951520,weak,active
chr20:60876107-60878486,chr20:60949969-60951520,active,active
chr1:159130055-159131955,chr1:159167104-159168727,repressed,repressed
chr1:159101583-159103197,chr1:159167104-159168727,repressed,repressed
chr1:159130055-159131955,chr1:159183394-159184826,repressed,repressed
chr1:159130055-159131955,chr1:159745005-159746537,repressed,weak
chr6:33711561-33713082,chr6:33729383-33730902,active,weak
chr16:57790548-57792047,chr16:57896871-57898504,weak,active
chr16:57828762-57830173,chr16:57896871-57898504,weak,active
chr16:57682051-57684021,chr16:57896871-57898504,weak,active
chr11:44957403-44958928,chr11:45126560-45127941,repressed,repressed
chr11:44948080-44949733,chr11:45126560-45127941,repressed,repressed
chr11:44957403-44958928,chr11:45124067-45125586,repressed,repressed
chr11:44948080-44949733,chr11:45124067-45125586,repressed,repressed
chr11:44957403-44958928,chr11:45131641-45133153,repressed,repressed
chr3:167928546-167930434,chr3:168184363-168186045,active,active
chr3:167928546-167930434,chr3:168338141-168339577,active,repressed
chr3:168228632-168230206,chr3:168338141-168339577,repressed,repressed
chr21:37524771-37526269,chr21:37702508-37704100,repressed,weak
chr21:37524771-37526269,chr21:37581341-37583160,repressed,active
chr7:115819723-115821286,chr7:115875393-115877261,weak,weak
chr7:115777622-115779236,chr7:115875393-115877261,repressed,weak
chr7:115898116-115899756,chr7:115981061-115982425,weak,repressed
chr7:115819723-115821286,chr7:116228358-116230074,weak,repressed
chr7:115898116-115899756,chr7:116228358-116230074,weak,repressed
chr7:116077959-116079252,chr7:116228358-116230074,weak,repressed
chr7:115777622-115779236,chr7:116228358-116230074,repressed,repressed
chr7:116164224-116166992,chr7:116228358-116230074,active,repressed
chr7:115875393-115877261,chr7:116228358-116230074,weak,repressed
chr20:3656541-3658222,chr20:3761505-3763010,repressed,active
chr20:3732961-3734648,chr20:3761505-3763010,weak,active
chr20:3543632-3545231,chr20:3761505-3763010,repressed,active
chr20:3696355-3697995,chr20:3761505-3763010,repressed,active
chr9:134637104-134638909,chr9:135127394-135128910,active,repressed
chr9:134630444-134632079,chr9:135127394-135128910,poised,repressed
chr3:152191783-152193335,chr3:152291580-152293377,repressed,repressed
chr3:152191783-152193335,chr3:152678492-152679895,repressed,repressed
chr6:25278214-25280072,chr6:25312220-25313968,active,active
chr3:184135010-184136529,chr3:184261171-184262719,repressed,poised
chr3:184071544-184073409,chr3:184261171-184262719,active,poised
chr3:184230994-184232494,chr3:184261171-184262719,poised,poised
chr3:184135010-184136529,chr3:184230994-184232494,repressed,poised
chr5:110866817-110868300,chr5:111481975-111483532,repressed,repressed
chr5:110885614-110887301,chr5:111481975-111483532,weak,repressed
chr5:110493194-110494883,chr5:111481975-111483532,repressed,repressed
chr22:30658251-30659982,chr22:30782791-30784228,active,active
chr22:29985391-29986768,chr22:30085312-30086764,active,weak
chr22:29985391-29986768,chr22:30021026-30022533,active,weak
chr17:54669245-54671119,chr17:54856728-54858642,active,active
chr17:54792518-54794241,chr17:54856728-54858642,active,active
chr17:54730724-54732282,chr17:54856728-54858642,repressed,active
chr17:54669245-54671119,chr17:55037536-55039403,active,active
chr17:54896359-54898016,chr17:55037536-55039403,active,active
chr17:54896359-54898016,chr17:55016708-55018173,active,active
chr12:118842098-118843776,chr12:119059943-119061242,active,repressed
chr9:127172120-127173541,chr9:127298462-127299878,weak,weak
chr9:127181300-127182945,chr9:127298462-127299878,active,weak
chr18:47744637-47746018,chr18:47954799-47956427,repressed,repressed
chr18:47729614-47731243,chr18:47883109-47884565,poised,repressed
chr9:6584574-6586182,chr9:6666812-6668723,repressed,weak
chr7:30839773-30841328,chr7:31016934-31018429,weak,repressed
chr8:133887022-133888621,chr8:134214450-134216136,repressed,repressed
chr16:84787389-84788898,chr16:85003360-85005232,weak,repressed
chr16:84958159-84959663,chr16:85003360-85005232,repressed,repressed
chr16:84985279-84986771,chr16:85003360-85005232,active,repressed
chr16:84787389-84788898,chr16:84985279-84986771,weak,active
chr16:84958159-84959663,chr16:84985279-84986771,repressed,active
chr14:77766705-77768266,chr14:77781729-77783139,active,weak
chr14:77617126-77619433,chr14:77781729-77783139,repressed,weak
chr20:35830119-35831727,chr20:36162205-36163771,weak,weak
chr20:36020297-36021630,chr20:36162205-36163771,repressed,weak
chr20:36012598-36014149,chr20:36162205-36163771,poised,weak
chr5:56196050-56197605,chr5:56572158-56573843,weak,repressed
chr5:56433415-56434809,chr5:56572158-56573843,repressed,repressed
chr5:56196050-56197605,chr5:56390630-56392064,weak,active
chr5:56196050-56197605,chr5:56433415-56434809,weak,repressed
chr5:56133527-56135232,chr5:56433415-56434809,active,repressed
chr17:16266455-16268147,chr17:16423998-16425550,weak,active
chr17:16356024-16357460,chr17:16423998-16425550,weak,active
chr12:96213273-96214801,chr12:96242109-96243776,repressed,repressed
chr12:96213273-96214801,chr12:96909698-96911448,repressed,active
chr12:96602493-96603789,chr12:96909698-96911448,repressed,active
chr12:96882441-96884008,chr12:96909698-96911448,active,active
chr12:96608395-96609934,chr12:96909698-96911448,active,active
chr5:146832898-146834252,chr5:146937832-146939366,active,repressed
chr5:146843371-146844713,chr5:146937832-146939366,repressed,repressed
chr3:52324896-52326379,chr3:52372901-52374496,weak,weak
