motif,chromatin_motif,node1,node2,node3
211,01100100,chr12:52606536-52608297,chr12:52699316-52701029,chr12:52720455-52722322
211,01100100,chr12:52545187-52546767,chr12:52699316-52701029,chr12:52720455-52722322
211,01100100,chr12:52606536-52608297,chr12:52565202-52566731,chr12:52720455-52722322
222,00000300,chr12:52545187-52546767,chr12:52606536-52608297,chr12:52720455-52722322
211,10011000,chr3:184230994-184232494,chr3:184494942-184496634,chr3:184135010-184136529
222,00001002,chr3:184230994-184232494,chr3:184261171-184262719,chr3:184135010-184136529
211,20001000,chr3:184494942-184496634,chr3:184444684-184446211,chr3:184135010-184136529
211,10011000,chr3:184494942-184496634,chr3:184465778-184467186,chr3:184135010-184136529
211,10011000,chr3:184494942-184496634,chr3:184261171-184262719,chr3:184135010-184136529
211,00201000,chr6:24580745-24582227,chr6:24766319-24768246,chr6:24524500-24525968
211,01101000,chr6:24580745-24582227,chr6:24766319-24768246,chr6:24583065-24584739
211,20001000,chr2:179778249-179779949,chr2:179625966-179627646,chr2:179755592-179757084
211,00200010,chr7:116624265-116625917,chr7:116759002-116760399,chr7:116766909-116768560
222,00000120,chr7:116569919-116571589,chr7:116624265-116625917,chr7:116766909-116768560
211,01100010,chr7:116569919-116571589,chr7:116624265-116625917,chr7:116759002-116760399
211,20000001,chr3:11100596-11103297,chr3:10799737-10801242,chr3:10986826-10988284
211,10100001,chr3:11100596-11103297,chr3:11247085-11248467,chr3:10986826-10988284
211,11000001,chr3:11100596-11103297,chr3:10986826-10988284,chr3:11277757-11279379
211,10100010,chr1:231719393-231720808,chr1:231725710-231727277,chr1:231492975-231494606
211,00200010,chr1:231725710-231727277,chr1:231685636-231686910,chr1:231492975-231494606
222,00000120,chr1:231738937-231740728,chr1:231725710-231727277,chr1:231492975-231494606
211,01100100,chr1:231738937-231740728,chr1:231346445-231348056,chr1:231725710-231727277
211,10100100,chr1:231738937-231740728,chr1:231725710-231727277,chr1:231451062-231452475
211,02000100,chr17:28803600-28805046,chr17:28451741-28453200,chr17:28430857-28432525
222,00000210,chr17:28604499-28606090,chr17:28451741-28453200,chr17:28430857-28432525
211,01100100,chr17:28803600-28805046,chr17:28604499-28606090,chr17:28430857-28432525
211,10100010,chr19:9246634-9248043,chr19:9906229-9907988,chr19:9696825-9698268
222,00001020,chr19:9735919-9737400,chr19:9906229-9907988,chr19:9696825-9698268
211,10101000,chr19:9735919-9737400,chr19:9900290-9901668,chr19:9696825-9698268
211,11000010,chr1:173388839-173390511,chr1:174043140-174045141,chr1:174712412-174714205
211,10101000,chr1:174043140-174045141,chr1:174226479-174228112,chr1:174712412-174714205
211,20001000,chr1:174226479-174228112,chr1:174951771-174953405,chr1:174712412-174714205
211,20001000,chr1:174226479-174228112,chr1:174694919-174696651,chr1:174712412-174714205
211,20000010,chr4:95541866-95543597,chr4:96015867-96017405,chr4:96045427-96047003
211,01101000,chr9:36728390-36729886,chr9:36632339-36634102,chr9:36596637-36598347
211,20000010,chr10:64917262-64918835,chr10:64251225-64252665,chr10:64196833-64198396
211,01100100,chr2:238480049-238481718,chr2:238420713-238422449,chr2:238329505-238331074
211,10100100,chr2:238480049-238481718,chr2:238420713-238422449,chr2:238030060-238032060
211,11000100,chr2:238030060-238032060,chr2:238480049-238481718,chr2:238329505-238331074
211,11001000,chr2:238480049-238481718,chr2:238318143-238319641,chr2:238030060-238032060
211,10101000,chr10:59824389-59826014,chr10:59416169-59417840,chr10:59339162-59340653
211,02001000,chr12:50171367-50172832,chr12:50037614-50039279,chr12:50100615-50102324
222,00001110,chr12:50171367-50172832,chr12:50037614-50039279,chr12:50232158-50233712
211,02001000,chr12:50156008-50157725,chr12:50171367-50172832,chr12:50037614-50039279
211,02001000,chr12:49724793-49726378,chr12:50171367-50172832,chr12:50037614-50039279
211,20000100,chr12:50037614-50039279,chr12:49946687-49948328,chr12:50100615-50102324
211,01101000,chr12:50037614-50039279,chr12:50232158-50233712,chr12:50100615-50102324
211,02001000,chr12:50156008-50157725,chr12:50037614-50039279,chr12:50100615-50102324
211,02001000,chr12:49724793-49726378,chr12:50037614-50039279,chr12:50100615-50102324
211,01101000,chr12:50156008-50157725,chr12:50037614-50039279,chr12:50232158-50233712
211,01101000,chr12:49724793-49726378,chr12:50037614-50039279,chr12:50232158-50233712
211,02001000,chr12:50156008-50157725,chr12:49724793-49726378,chr12:50037614-50039279
211,20000100,chr12:49724793-49726378,chr12:49681519-49683247,chr12:50037614-50039279
211,20000100,chr12:49724793-49726378,chr12:50037614-50039279,chr12:49946687-49948328
211,11000100,chr12:49724793-49726378,chr12:49740764-49742373,chr12:50037614-50039279
211,10100100,chr12:49724793-49726378,chr12:50037614-50039279,chr12:49907330-49908998
211,11000100,chr10:2969889-2971457,chr10:2980547-2981961,chr10:3085055-3086785
211,11001000,chr10:3019651-3021212,chr10:2980547-2981961,chr10:3085055-3086785
211,11001000,chr10:2969889-2971457,chr10:3019651-3021212,chr10:2980547-2981961
211,02000010,chr12:122607127-122608745,chr12:122614914-122616452,chr12:122491732-122493256
211,11000010,chr12:122607127-122608745,chr12:122674815-122676312,chr12:122491732-122493256
222,00001110,chr12:122614914-122616452,chr12:122674815-122676312,chr12:122491732-122493256
211,00201000,chr12:121937107-121938569,chr12:122674815-122676312,chr12:122491732-122493256
211,01101000,chr12:122119431-122120891,chr12:122674815-122676312,chr12:122491732-122493256
211,01101000,chr12:122354185-122355570,chr12:122674815-122676312,chr12:122491732-122493256
211,20000100,chr5:148813456-148814933,chr5:148750377-148751784,chr5:148696238-148697661
211,02001000,chr5:148813456-148814933,chr5:148943791-148945302,chr5:148696238-148697661
222,00002100,chr5:148813456-148814933,chr5:148760895-148762544,chr5:148696238-148697661
211,02001000,chr5:148813456-148814933,chr5:148746468-148748033,chr5:148696238-148697661
211,11000100,chr5:148813456-148814933,chr5:148943791-148945302,chr5:148997626-148999289
211,10100100,chr5:148813456-148814933,chr5:148943791-148945302,chr5:148112594-148114021
222,00002100,chr5:148813456-148814933,chr5:148943791-148945302,chr5:148760895-148762544
211,02001000,chr5:148813456-148814933,chr5:148943791-148945302,chr5:148746468-148748033
211,11001000,chr5:148813456-148814933,chr5:148746468-148748033,chr5:148760895-148762544
211,20001000,chr14:59106020-59107684,chr14:59521471-59523099,chr14:59485313-59487953
211,20001000,chr14:59488431-59489688,chr14:59106020-59107684,chr14:59485313-59487953
211,10101000,chr14:59106020-59107684,chr14:59521471-59523099,chr14:58967390-58968943
211,20001000,chr14:59488431-59489688,chr14:59106020-59107684,chr14:59521471-59523099
222,00001110,chr6:36864872-36866384,chr6:36852678-36854270,chr6:37177551-37179190
211,01101000,chr6:36864872-36866384,chr6:37018585-37020288,chr6:37177551-37179190
211,10101000,chr6:36864872-36866384,chr6:37177551-37179190,chr6:36996421-36998064
211,00201000,chr6:36864872-36866384,chr6:37138962-37141015,chr6:37177551-37179190
211,11001000,chr5:57773042-57774534,chr5:58181889-58183361,chr5:58166871-58168549
211,11001000,chr5:58181889-58183361,chr5:58166871-58168549,chr5:57793433-57795165
222,00001101,chr22:50467757-50469656,chr22:50417548-50418933,chr22:50322710-50325510
211,11000001,chr22:50467757-50469656,chr22:50160427-50162086,chr22:50322710-50325510
211,11000010,chr1:228702245-228703922,chr1:228642997-228644478,chr1:228318162-228319599
211,01100010,chr1:228642997-228644478,chr1:228318162-228319599,chr1:228580590-228582006
211,10101000,chr1:228702245-228703922,chr1:228318162-228319599,chr1:228191515-228192825
211,01101000,chr1:228688080-228689498,chr1:228702245-228703922,chr1:228318162-228319599
222,00001020,chr1:228702245-228703922,chr1:228318162-228319599,chr1:228580590-228582006
211,20001000,chr1:166447494-166449349,chr1:165893442-165894900,chr1:165896831-165898283
211,10100010,chr8:37924030-37925742,chr8:37708372-37709854,chr8:37636656-37638424
211,11000010,chr8:37924030-37925742,chr8:37683582-37684810,chr8:37636656-37638424
211,20000010,chr8:37924030-37925742,chr8:37850676-37852016,chr8:37636656-37638424
211,11000010,chr8:37924030-37925742,chr8:37636656-37638424,chr8:37853096-37854649
211,00201000,chr2:232659669-232661258,chr2:232716457-232717889,chr2:232664718-232666159
211,10100100,chr22:33218372-33219800,chr22:33381519-33382869,chr22:32924254-32925893
211,11001000,chr6:133150741-133152311,chr6:133833088-133834470,chr6:133874045-133875687
211,10101000,chr6:133150741-133152311,chr6:133874045-133875687,chr6:134236940-134238666
211,20001000,chr6:133150741-133152311,chr6:133283436-133285087,chr6:133874045-133875687
211,01101000,chr6:133833088-133834470,chr6:133874045-133875687,chr6:134236940-134238666
211,11001000,chr6:133283436-133285087,chr6:133833088-133834470,chr6:133874045-133875687
211,11000010,chr6:134158231-134160150,chr6:133874045-133875687,chr6:134236940-134238666
211,10101000,chr6:133283436-133285087,chr6:133874045-133875687,chr6:134236940-134238666
211,02000100,chr16:84539394-84540877,chr16:84758971-84760601,chr16:84544310-84545900
222,00000300,chr20:48687083-48688810,chr20:48594893-48596658,chr20:48701417-48703219
211,01100100,chr20:48687083-48688810,chr20:48594893-48596658,chr20:48795180-48796805
211,02000100,chr20:48687083-48688810,chr20:48785277-48786789,chr20:48594893-48596658
211,10101000,chr22:26856464-26858054,chr22:27060857-27062387,chr22:26794097-26795499
211,20000010,chr22:26856464-26858054,chr22:26759925-26761315,chr22:26794097-26795499
211,10100010,chr16:85750870-85753162,chr16:85692522-85694259,chr16:85792900-85794344
211,20001000,chr6:51913717-51915189,chr6:51719575-51721117,chr6:51885177-51886730
211,20001000,chr6:51913717-51915189,chr6:51824023-51825477,chr6:51885177-51886730
211,01101000,chr21:37793980-37795422,chr21:37875963-37877608,chr21:38299338-38300912
211,00201000,chr21:37875963-37877608,chr21:38299338-38300912,chr21:38301451-38302865
211,11001000,chr20:2832196-2833716,chr20:2723202-2724636,chr20:2736162-2737636
211,10100010,chr11:82428675-82430305,chr11:82616504-82618293,chr11:82637558-82639288
211,10101000,chr11:82428675-82430305,chr11:82637558-82639288,chr11:82486220-82487786
211,10101000,chr11:82428675-82430305,chr11:82637558-82639288,chr11:82951808-82953337
211,20001000,chr11:82428675-82430305,chr11:82951808-82953337,chr11:82486220-82487786
211,10101000,chr11:82428675-82430305,chr11:82951808-82953337,chr11:83530306-83531965
211,11001000,chr11:82428675-82430305,chr11:82951808-82953337,chr11:83526969-83528638
211,10101000,chr9:99078919-99080521,chr9:99203492-99205150,chr9:99428446-99430005
211,10100010,chr4:140524224-140525734,chr4:140540300-140541630,chr4:140572093-140573686
211,11001000,chr12:110050277-110051707,chr12:109865360-109866837,chr12:110282268-110284177
211,01101000,chr12:109865360-109866837,chr12:110282268-110284177,chr12:110034901-110036550
211,01101000,chr12:109865360-109866837,chr12:110282268-110284177,chr12:109824632-109826039
211,11001000,chr12:109865360-109866837,chr12:110282268-110284177,chr12:110212504-110214138
211,20000100,chr12:109865360-109866837,chr12:110282268-110284177,chr12:110248998-110250215
211,11000100,chr21:39130789-39132144,chr21:39727278-39728851,chr21:39541869-39544929
211,02000100,chr21:39727278-39728851,chr21:39541869-39544929,chr21:39590404-39591923
211,01100100,chr21:39727278-39728851,chr21:39530846-39532334,chr21:39541869-39544929
211,11000100,chr21:39727278-39728851,chr21:39083871-39085327,chr21:39541869-39544929
211,02000100,chr21:39723823-39725459,chr21:39727278-39728851,chr21:39541869-39544929
211,02000100,chr21:39723823-39725459,chr21:39541869-39544929,chr21:39590404-39591923
211,01100100,chr21:39723823-39725459,chr21:39530846-39532334,chr21:39541869-39544929
222,00001020,chr10:65478951-65480851,chr10:65526730-65528278,chr10:64976259-64977988
211,01100010,chr10:65478951-65480851,chr10:64925736-64927753,chr10:64976259-64977988
211,10100010,chr10:65392921-65394324,chr10:65478951-65480851,chr10:64976259-64977988
211,00201000,chr5:33422347-33424135,chr5:32706882-32708481,chr5:32852067-32853857
211,10101000,chr5:33422347-33424135,chr5:32706882-32708481,chr5:32793684-32795237
211,10101000,chr5:33422347-33424135,chr5:32706882-32708481,chr5:33180206-33182111
211,10101000,chr5:33422347-33424135,chr5:32706882-32708481,chr5:32941982-32943487
211,20000010,chr5:33422347-33424135,chr5:32706882-32708481,chr5:33297149-33299150
211,10101000,chr5:33422347-33424135,chr5:33297149-33299150,chr5:33180206-33182111
211,20000010,chr3:127412779-127414152,chr3:127575656-127576994,chr3:127689161-127690739
211,10100010,chr3:127412779-127414152,chr3:127575656-127576994,chr3:127402068-127403557
211,10100010,chr3:127412779-127414152,chr3:127575656-127576994,chr3:127370305-127371913
211,20001000,chr10:60541005-60542691,chr10:61381590-61383002,chr10:60290266-60292336
211,20001000,chr10:60541005-60542691,chr10:60711854-60713494,chr10:61381590-61383002
211,20001000,chr10:60541005-60542691,chr10:61381590-61383002,chr10:60993996-60995697
211,20001000,chr10:60999713-61001417,chr10:60541005-60542691,chr10:61381590-61383002
222,00003000,chr10:60711854-60713494,chr10:61381590-61383002,chr10:60993996-60995697
211,20001000,chr10:60999713-61001417,chr10:60711854-60713494,chr10:61381590-61383002
211,20001000,chr10:60999713-61001417,chr10:61381590-61383002,chr10:60993996-60995697
211,01100010,chr9:133741161-133742840,chr9:133575857-133577461,chr9:133738443-133739920
211,01100100,chr9:133921497-133923078,chr9:133741161-133742840,chr9:133575857-133577461
211,00200100,chr9:133741161-133742840,chr9:133575857-133577461,chr9:133581938-133583641
211,01100100,chr9:133921497-133923078,chr9:133744886-133746273,chr9:133741161-133742840
211,11000100,chr9:133921497-133923078,chr9:133741161-133742840,chr9:133893501-133894882
211,01100100,chr9:133921497-133923078,chr9:133741161-133742840,chr9:133581938-133583641
211,01100010,chr9:133741161-133742840,chr9:134465840-134467748,chr9:133581938-133583641
211,01100010,chr9:133744886-133746273,chr9:133741161-133742840,chr9:133581938-133583641
211,01100010,chr9:133741161-133742840,chr9:133738443-133739920,chr9:133581938-133583641
211,10100100,chr12:89410425-89411915,chr12:89854936-89856538,chr12:89922905-89924553
211,01101000,chr12:89863938-89865679,chr12:89410425-89411915,chr12:89922905-89924553
211,11001000,chr12:89410425-89411915,chr12:89444265-89445928,chr12:89922905-89924553
211,02001000,chr12:89410425-89411915,chr12:89922905-89924553,chr12:89412716-89414287
211,10101000,chr12:89863938-89865679,chr12:89444265-89445928,chr12:89922905-89924553
222,00001110,chr12:89863938-89865679,chr12:89922905-89924553,chr12:89412716-89414287
211,10101000,chr12:89444265-89445928,chr12:89922905-89924553,chr12:89854936-89856538
222,00002100,chr12:89444265-89445928,chr12:89922905-89924553,chr12:89412716-89414287
211,10100100,chr12:89854936-89856538,chr12:89922905-89924553,chr12:89412716-89414287
211,11001000,chr2:159609909-159611512,chr2:159580040-159581599,chr2:158880263-158881784
211,20001000,chr2:159609909-159611512,chr2:158880263-158881784,chr2:158633384-158635027
211,20001000,chr2:158866261-158867730,chr2:158880263-158881784,chr2:158633384-158635027
211,02000010,chr9:5885414-5887095,chr9:5798694-5800237,chr9:5832346-5834186
211,11000010,chr9:5798694-5800237,chr9:5832346-5834186,chr9:6049375-6050626
211,01100100,chr9:5885414-5887095,chr9:5798694-5800237,chr9:6305408-6307035
211,11000010,chr9:5885414-5887095,chr9:5798694-5800237,chr9:6049375-6050626
211,11000100,chr16:84517606-84519144,chr16:84117789-84119425,chr16:84310201-84311791
211,02000100,chr16:84095849-84097253,chr16:84517606-84519144,chr16:84117789-84119425
211,01100100,chr16:84517606-84519144,chr16:84117789-84119425,chr16:83989821-83991282
211,20001000,chr2:31555787-31557390,chr2:30936462-30937761,chr2:31748349-31750035
211,20001000,chr2:31555787-31557390,chr2:30936462-30937761,chr2:31084201-31085915
211,20000100,chr17:16894176-16895684,chr17:16818662-16820296,chr17:16865418-16866954
211,02000010,chr20:33795407-33797093,chr20:33421617-33423407,chr20:33683496-33685188
211,11000010,chr20:33795407-33797093,chr20:33856510-33858112,chr20:33683496-33685188
211,20001000,chr7:131543398-131545015,chr7:132002947-132004436,chr7:131373322-131374812
211,20001000,chr7:132002947-132004436,chr7:131373322-131374812,chr7:132264698-132266412
211,01100100,chr12:50897873-50899908,chr12:51127613-51129478,chr12:50525760-50527586
211,01100100,chr12:50897873-50899908,chr12:51127613-51129478,chr12:51030883-51032699
211,20001000,chr7:31161667-31163223,chr7:31022641-31024113,chr7:31672864-31674423
211,20001000,chr7:31161667-31163223,chr7:31672864-31674423,chr7:31016934-31018429
211,20001000,chr7:31482363-31483926,chr7:31161667-31163223,chr7:31672864-31674423
211,20001000,chr7:31482363-31483926,chr7:31527608-31529420,chr7:31672864-31674423
211,10101000,chr12:19440947-19442620,chr12:19339112-19340583,chr12:19013660-19015175
211,20000010,chr10:53719581-53721101,chr10:53148373-53150143,chr10:53974936-53976489
211,00201000,chr10:54326068-54327708,chr10:53148373-53150143,chr10:53974936-53976489
211,20000010,chr10:54326068-54327708,chr10:54354333-54356120,chr10:53974936-53976489
211,10100010,chr10:54326068-54327708,chr10:54247784-54249582,chr10:53974936-53976489
211,11000010,chr10:54326068-54327708,chr10:54067146-54068858,chr10:53974936-53976489
211,11000010,chr12:53459135-53460669,chr12:53552334-53554041,chr12:53492421-53494134
211,10101000,chr1:78595837-78597404,chr1:79141459-79143046,chr1:79082628-79084141
222,00003000,chr1:78595837-78597404,chr1:79072133-79073953,chr1:79141459-79143046
211,10101000,chr1:78595837-78597404,chr1:78609877-78611858,chr1:79072133-79073953
211,02000100,chr15:89019157-89020859,chr15:89560022-89561906,chr15:89720315-89721953
211,11000010,chr2:43201473-43203311,chr2:43710711-43712530,chr2:43173317-43174941
211,11000010,chr2:43803768-43805657,chr2:43710711-43712530,chr2:43173317-43174941
222,00001020,chr2:43455987-43457674,chr2:43710711-43712530,chr2:43173317-43174941
211,01101000,chr2:43357729-43359622,chr2:43710711-43712530,chr2:43173317-43174941
211,20000010,chr2:43455987-43457674,chr2:43353780-43355201,chr2:43710711-43712530
211,11000010,chr2:43455987-43457674,chr2:43201473-43203311,chr2:43710711-43712530
211,20000010,chr2:43455987-43457674,chr2:43085395-43087212,chr2:43710711-43712530
211,01101000,chr2:43455987-43457674,chr2:43357729-43359622,chr2:43710711-43712530
211,11000100,chr2:43395643-43398155,chr2:43357729-43359622,chr2:43710711-43712530
211,02000100,chr1:204167280-204168745,chr1:204332200-204333765,chr1:203829864-203831761
211,20000100,chr2:219893793-219895348,chr2:219740744-219742431,chr2:219844023-219845726
211,10100100,chr2:219893793-219895348,chr2:219844023-219845726,chr2:219717086-219718494
222,00002100,chr2:219893793-219895348,chr2:219983415-219985116,chr2:219844023-219845726
222,00001110,chr2:219893793-219895348,chr2:220019043-220020699,chr2:219844023-219845726
211,10011000,chr2:219893793-219895348,chr2:219983415-219985116,chr2:219860147-219861709
211,20001000,chr2:219893793-219895348,chr2:219983415-219985116,chr2:219740744-219742431
211,10101000,chr2:219893793-219895348,chr2:219983415-219985116,chr2:219717086-219718494
222,00002010,chr2:219893793-219895348,chr2:219983415-219985116,chr2:220019043-220020699
211,10010010,chr2:219893793-219895348,chr2:220019043-220020699,chr2:219860147-219861709
211,10100010,chr2:219893793-219895348,chr2:220019043-220020699,chr2:219717086-219718494
211,01100100,chr17:38514228-38515822,chr17:38571107-38572482,chr17:38554641-38556389
211,00200100,chr17:38514228-38515822,chr17:38571107-38572482,chr17:38458684-38460421
222,00000210,chr17:38514228-38515822,chr17:38571107-38572482,chr17:38688871-38690607
211,01100100,chr17:38571107-38572482,chr17:38688871-38690607,chr17:38554641-38556389
211,00110100,chr17:38518332-38519672,chr17:38571107-38572482,chr17:38688871-38690607
211,00200100,chr17:38605893-38607425,chr17:38571107-38572482,chr17:38688871-38690607
211,10100100,chr17:38596704-38598251,chr17:38571107-38572482,chr17:38688871-38690607
211,01100100,chr10:28916508-28918171,chr10:28720424-28722086,chr10:28952136-28953923
211,02000100,chr15:78910144-78911722,chr15:78405003-78406439,chr15:79000995-79002727
211,02000100,chr15:79042800-79044272,chr15:78405003-78406439,chr15:79000995-79002727
211,02000100,chr15:78599907-78601747,chr15:78405003-78406439,chr15:79000995-79002727
211,02000100,chr15:78714569-78716147,chr15:78405003-78406439,chr15:79000995-79002727
211,02000100,chr15:78251126-78252810,chr15:78405003-78406439,chr15:79000995-79002727
211,02000100,chr15:78714569-78716147,chr15:78405003-78406439,chr15:78774108-78775576
211,02000100,chr15:78714569-78716147,chr15:78599907-78601747,chr15:78405003-78406439
211,02000100,chr15:78714569-78716147,chr15:78405003-78406439,chr15:78251126-78252810
211,02000100,chr15:78285848-78288122,chr15:78405003-78406439,chr15:78251126-78252810
211,20000100,chr4:88599973-88601665,chr4:89132395-89134208,chr4:88769225-88771063
211,20000100,chr4:88464404-88465931,chr4:89132395-89134208,chr4:88769225-88771063
211,11001000,chr4:88773656-88775097,chr4:89132395-89134208,chr4:88769225-88771063
211,11001000,chr4:88953992-88955549,chr4:89132395-89134208,chr4:88769225-88771063
211,20001000,chr4:88773656-88775097,chr4:89132395-89134208,chr4:88906095-88907768
211,20001000,chr4:88953992-88955549,chr4:88773656-88775097,chr4:89132395-89134208
211,20001000,chr4:88953992-88955549,chr4:89139592-89141122,chr4:89132395-89134208
211,20001000,chr3:103820633-103822138,chr3:104282318-104283857,chr3:103991343-103992886
211,11000100,chr1:151664888-151666517,chr1:151808264-151810067,chr1:151506417-151508075
211,02000100,chr1:151664888-151666517,chr1:151808264-151810067,chr1:151042304-151044440
222,00000210,chr1:151664888-151666517,chr1:151808264-151810067,chr1:151706789-151708472
211,02000010,chr1:151664888-151666517,chr1:151566009-151567588,chr1:151706789-151708472
211,11000010,chr1:151664888-151666517,chr1:151506417-151508075,chr1:151706789-151708472
211,11001000,chr20:50240205-50241831,chr20:50001892-50003560,chr20:50210805-50212475
211,10011000,chr20:50240205-50241831,chr20:50001892-50003560,chr20:49603666-49605222
211,20001000,chr20:50240205-50241831,chr20:50001892-50003560,chr20:49988195-49989782
211,10101000,chr20:50240205-50241831,chr20:50001892-50003560,chr20:49596159-49598954
211,20000001,chr20:50240205-50241831,chr20:49922735-49924371,chr20:49603666-49605222
211,20000001,chr20:49942213-49943703,chr20:50240205-50241831,chr20:49603666-49605222
211,20000001,chr20:50240205-50241831,chr20:49603666-49605222,chr20:49934153-49935607
211,10011000,chr20:50240205-50241831,chr20:49603666-49605222,chr20:49988195-49989782
211,00111000,chr20:50240205-50241831,chr20:49603666-49605222,chr20:49596159-49598954
211,20001000,chr20:50240205-50241831,chr20:49608997-49610457,chr20:49988195-49989782
211,11001000,chr20:50240205-50241831,chr20:49988195-49989782,chr20:50210805-50212475
211,10101000,chr20:50240205-50241831,chr20:49988195-49989782,chr20:49596159-49598954
211,01101000,chr14:103544060-103545500,chr14:103747317-103748653,chr14:103758490-103760065
211,02001000,chr14:103747317-103748653,chr14:103758490-103760065,chr14:103541240-103542903
211,00200100,chr1:201761536-201763171,chr1:201941149-201942728,chr1:201672699-201674310
211,01100100,chr1:201761536-201763171,chr1:201941149-201942728,chr1:201677934-201679603
211,00200100,chr1:201761536-201763171,chr1:201528190-201529856,chr1:201941149-201942728
211,01100100,chr1:201761536-201763171,chr1:201941149-201942728,chr1:201449237-201452303
211,02000010,chr1:201761536-201763171,chr1:201941149-201942728,chr1:201846452-201847851
211,02001000,chr14:38062428-38064380,chr14:38343223-38344812,chr14:37714952-37716634
211,10100100,chr14:38034277-38037024,chr14:38062428-38064380,chr14:37714952-37716634
222,00000210,chr7:107786048-107787616,chr7:107383088-107385103,chr7:107519271-107520814
211,02000100,chr7:107786048-107787616,chr7:106841751-106843211,chr7:107383088-107385103
222,00001200,chr7:107514475-107516031,chr7:107786048-107787616,chr7:107383088-107385103
222,00000210,chr7:106841751-106843211,chr7:107383088-107385103,chr7:107519271-107520814
211,10100100,chr7:107514475-107516031,chr7:107383088-107385103,chr7:107519271-107520814
211,11000100,chr7:107514475-107516031,chr7:106841751-106843211,chr7:107383088-107385103
211,02001000,chr7:107514475-107516031,chr7:107394651-107395986,chr7:107383088-107385103
211,20000010,chr10:47626721-47628167,chr10:47599161-47601532,chr10:46962011-46963467
211,20000010,chr10:47695781-47697175,chr10:47599161-47601532,chr10:46962011-46963467
211,10100010,chr10:47150411-47151939,chr10:47599161-47601532,chr10:46962011-46963467
211,10100010,chr10:47080316-47081980,chr10:47599161-47601532,chr10:46962011-46963467
211,20000100,chr9:116419701-116421199,chr9:116162969-116164634,chr9:116417153-116418581
211,01101000,chr9:116419701-116421199,chr9:116162969-116164634,chr9:116353345-116354845
222,00001200,chr9:116419701-116421199,chr9:116036074-116038332,chr9:116162969-116164634
211,11001000,chr9:116419701-116421199,chr9:116162969-116164634,chr9:116207880-116209606
211,20000010,chr9:116419701-116421199,chr9:116417153-116418581,chr9:116353345-116354845
211,01101000,chr9:116419701-116421199,chr9:116036074-116038332,chr9:116353345-116354845
222,00002010,chr9:116419701-116421199,chr9:116207880-116209606,chr9:116353345-116354845
211,20000100,chr9:116419701-116421199,chr9:116036074-116038332,chr9:116417153-116418581
211,10100100,chr9:116419701-116421199,chr9:116036074-116038332,chr9:116168731-116170125
211,20000100,chr9:116419701-116421199,chr9:116036074-116038332,chr9:116499171-116500732
211,11001000,chr9:116419701-116421199,chr9:116036074-116038332,chr9:116207880-116209606
211,10101000,chr9:116419701-116421199,chr9:116207880-116209606,chr9:116351746-116353056
211,20001000,chr9:116419701-116421199,chr9:116417153-116418581,chr9:116207880-116209606
211,20001000,chr9:116419701-116421199,chr9:116207880-116209606,chr9:116443914-116445583
211,01100100,chr3:45873658-45875272,chr3:45802076-45803718,chr3:46119585-46121380
211,00200100,chr3:45873658-45875272,chr3:45802076-45803718,chr3:45979719-45981231
222,00000120,chr3:45873658-45875272,chr3:45802076-45803718,chr3:45969950-45971431
211,01100010,chr3:45873658-45875272,chr3:46119585-46121380,chr3:45969950-45971431
211,01101000,chr6:56223265-56225109,chr6:56621805-56623456,chr6:56573112-56574771
211,11001000,chr6:56621805-56623456,chr6:56573112-56574771,chr6:56501819-56503514
211,11000100,chr19:50009339-50010774,chr19:50049578-50051311,chr19:49976526-49978185
211,01100100,chr19:50049578-50051311,chr19:49976526-49978185,chr19:49894368-49896239
211,11000010,chr19:49976526-49978185,chr19:49933497-49934917,chr19:49894368-49896239
211,10101000,chr20:37261635-37263172,chr20:37379411-37380877,chr20:36965417-36968067
211,10101000,chr20:36685196-36687042,chr20:37261635-37263172,chr20:36965417-36968067
211,20001000,chr20:37277384-37278753,chr20:37261635-37263172,chr20:36965417-36968067
211,10101000,chr20:37036646-37038191,chr20:37261635-37263172,chr20:36965417-36968067
211,20001000,chr20:37261635-37263172,chr20:36984484-36985886,chr20:36965417-36968067
211,11001000,chr9:88853334-88855130,chr9:88816597-88818364,chr9:88649231-88650692
211,10101000,chr7:26130021-26131711,chr7:26404168-26405628,chr7:25931749-25933368
211,20001000,chr7:26404168-26405628,chr7:25428535-25431876,chr7:25931749-25933368
211,20001000,chr7:26404168-26405628,chr7:26317694-26319422,chr7:25931749-25933368
222,00003000,chr7:26100735-26102195,chr7:26404168-26405628,chr7:25931749-25933368
222,00002010,chr7:26404168-26405628,chr7:26706316-26708330,chr7:25931749-25933368
211,10101000,chr7:26100735-26102195,chr7:26706316-26708330,chr7:25931749-25933368
211,11000010,chr7:26706316-26708330,chr7:26416203-26417462,chr7:25931749-25933368
211,20000010,chr7:26539675-26541391,chr7:26706316-26708330,chr7:25931749-25933368
211,11000010,chr7:27199938-27201530,chr7:26706316-26708330,chr7:25931749-25933368
211,20000010,chr7:26706316-26708330,chr7:26317694-26319422,chr7:25931749-25933368
211,20001000,chr6:155188697-155190091,chr6:155497890-155499474,chr6:155568964-155570448
222,00003000,chr6:155188697-155190091,chr6:155497890-155499474,chr6:155248854-155250520
222,00003000,chr6:155188697-155190091,chr6:155497890-155499474,chr6:154996076-154997829
